0.0066197,0.010491,0.013013,0.015347,0.017231,0.01844,0.018823,0.018333,0.017035,0.017068,0.015701,0.015883,0.014076,0.014792,0.015587,0.016264,0.015164,0.015476,0.014893,0.013517,0.011569,0.0093387,0.0071089,0.005103,0.0022173,0.0014771,0,0.0011149,0.0037503,0.0054777,0.0075231,0.0097155,0.011798,0.013471,0.014462,0.014599,0.013856,0.012365,0.012735,0.011728,0.011067,0.010852,0.010315,0.0096316,0.012554,0.01388,0.014761,0.015174,0.015135,0.017043,0.017396,0.017677,0.018363,0.017092,0.017644,0.017597,0.016936,0.015694,0.013968,0.012844,0.012238,0.011741,0.011469,0.011413,0.011449,0.012736,0.01369,0.01387,0.014013,0.013603,0.012707,0.011425,0.0098781,0.0081979,0.0051554,0.0056196,0.0053442,0.0053442,0.0056196,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554,0.0041425,0.0054872,0.0057606,0.0064739,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.008765,0.0074103,0.0061117,0.0050203,0.0041985,0.0044016,0.0057417,0.0072038,0.0086776,0.010011,0.011556,0.012363,0.012645,0.012363,0.011556,0.010011,0.0086776,0.0072038,0.008102,0.0079449,0.006835,0.0080967,0.0093533,0.010422,0.011105,0.010914,0.010578,0.011949,0.011717,0.011525,0.011496,0.011631,0.011816,0.010385,0.010715,0.010385,0.012741,0.01302,0.013454,0.01412,0.014946,0.015724,0.016977,0.018573,0.019493,0.019724,0.019329
0.0068298,0.010427,0.01283,0.014993,0.016664,0.017639,0.017799,0.017135,0.015739,0.015329,0.013828,0.014256,0.012479,0.013342,0.014327,0.01524,0.014617,0.015135,0.01478,0.01361,0.011817,0.009674,0.0074656,0.0054305,0.0027595,0.0018382,0,0.0014771,0.0038859,0.0056318,0.0076749,0.0098352,0.011851,0.013429,0.014308,0.014335,0.013505,0.011964,0.012402,0.011462,0.010905,0.010812,0.010168,0.0099373,0.012453,0.013571,0.014172,0.014253,0.013871,0.015545,0.015708,0.015927,0.016953,0.015967,0.016982,0.017447,0.017278,0.01645,0.01502,0.013955,0.013074,0.012191,0.011462,0.010933,0.010855,0.012011,0.013003,0.01322,0.013759,0.013782,0.013285,0.012309,0.01094,0.0093006,0.006416,0.0069936,0.006651,0.006651,0.0069936,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.006416,0.0051554,0.0063268,0.0064152,0.0069936,0.0068298,0.0084999,0.0099373,0.010914,0.01126,0.010914,0.0099373,0.0092905,0.0080167,0.0068291,0.0058731,0.0051947,0.0051528,0.0064355,0.0077345,0.0089467,0.0099509,0.011412,0.012039,0.012256,0.012039,0.011412,0.0099509,0.0089467,0.0077345,0.0085846,0.008379,0.0073091,0.0082446,0.0091748,0.0099565,0.010422,0.0099373,0.0096316,0.010815,0.010571,0.010357,0.010285,0.010364,0.010494,0.009165,0.0094559,0.009165,0.011621,0.012056,0.012672,0.013518,0.014506,0.015415,0.016611,0.018043,0.018763,0.018774,0.018161
0.0066197,0.0097865,0.011956,0.013856,0.015256,0.015982,0.015949,0.015176,0.013778,0.011935,0.0098605,0.0099129,0.007568,0.007827,0.0083513,0.0090492,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011,0.0060273,0.0045496,0.0032262,0.0021491,0,0.0018382,0.004019,0.0057823,0.0078219,0.0099485,0.011897,0.013378,0.014145,0.014062,0.013146,0.011556,0.011912,0.010967,0.010423,0.010349,0.0094979,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.00898,0.0085401,0.0085401,0.010095,0.0099121,0.011992,0.013705,0.014806,0.015128,0.014628,0.014795,0.01372,0.012513,0.011365,0.010379,0.010228,0.011181,0.012145,0.012308,0.01322,0.013661,0.013562,0.012904,0.011735,0.010171,0.0075011,0.0081764,0.0077758,0.0077758,0.0081764,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011,0.0060273,0.00691,0.0067694,0.0071459,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0093533,0.0082934,0.0073571,0.0066702,0.0062518,0.0060978,0.0073208,0.0084328,0.0093386,0.0099531,0.011324,0.011739,0.011879,0.011739,0.011324,0.0099531,0.0093386,0.0084328,0.009159,0.0088573,0.007783,0.0082823,0.0087764,0.0091748,0.0093533,0.0084999,0.0082383,0.0091964,0.008961,0.0087445,0.0086462,0.0086768,0.0087563,0.007598,0.0078392,0.007598,0.010158,0.010781,0.011613,0.012675,0.013852,0.014915,0.016067,0.017304,0.017796,0.017562,0.016711
0.0060273,0.0086697,0.010524,0.012105,0.013215,0.01371,0.013538,0.012738,0.011431,0.0097868,0.0079947,0.0085881,0.0068206,0.0074707,0.0083739,0.0094069,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.0066197,0.0049968,0.0035433,0.0023603,0,0.0021491,0.0032262,0.0045496,0.0060273,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011,0.0081764,0.0077758,0.0077758,0.0081764,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011,0.0081764,0.0077758,0.0077758,0.0096535,0.0097184,0.011897,0.013774,0.015093,0.015659,0.015389,0.015356,0.014186,0.012748,0.011257,0.0098703,0.0096711,0.010356,0.011215,0.011215,0.012422,0.01321,0.013454,0.013085,0.012117,0.010657,0.0082383,0.00898,0.0085401,0.0085401,0.00898,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.0066197,0.0071459,0.0067694,0.00691,0.0060273,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0089781,0.0082446,0.0076766,0.0073687,0.0073045,0.0071959,0.0083739,0.0093037,0.009897,0.010106,0.011401,0.011597,0.011657,0.011597,0.011401,0.010106,0.009897,0.0093037,0.009851,0.0094132,0.0082823,0.008285,0.0082823,0.0082446,0.0080967,0.0068298,0.0066197,0.0073476,0.0071375,0.0069377,0.0068299,0.0068258,0.0068649,0.0059173,0.0061052,0.0059173,0.0085622,0.0093738,0.010423,0.011698,0.013062,0.014274,0.015395,0.016433,0.016701,0.016231,0.015158
0.0051554,0.0072447,0.008745,0.0099926,0.010824,0.011131,0.010882,0.01013,0.008987,0.0076052,0.0061409,0.0071657,0.0059797,0.0069097,0.0080738,0.0093285,0.0099373,0.010914,0.01126,0.010914,0.0099373,0.0084999,0.0068298,0.0051554,0.0036557,0.0024352,0,0.0023603,0.0035433,0.0049968,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.0084579,0.0077563,0.0074348,0.0075157,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.006416,0.0069936,0.006651,0.006651,0.0088319,0.0091755,0.011393,0.013394,0.014916,0.015739,0.015739,0.014916,0.013394,0.011393,0.0091755,0.0069936,0.0063268,0.0064152,0.0069936,0.0068298,0.0084999,0.0099373,0.010914,0.01126,0.010914,0.0099373,0.0084999,0.0092651,0.0088112,0.0088112,0.0092651,0.0084999,0.0099373,0.010914,0.01126,0.010914,0.0099373,0.0084999,0.0068298,0.0069936,0.0064152,0.0063268,0.0051554,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.0082542,0.0079149,0.007783,0.0079149,0.0082542,0.0083297,0.0094823,0.010254,0.010562,0.010393,0.011636,0.011629,0.011615,0.011629,0.011636,0.010393,0.010562,0.010254,0.010597,0.010003,0.0087764,0.0082823,0.007783,0.0073091,0.006835,0.0051554,0.0049968,0.0055156,0.0053416,0.0051719,0.0050695,0.0050453,0.0050567,0.0043292,0.0044666,0.0043292,0.0063021,0.0069149,0.007706,0.0086647,0.0096884,0.010598,0.011407,0.012158,0.012332,0.011956,0.011131
0.0041425,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554,0.0041425,0.0031269,0.0022173,0.0038374,0.0035433,0.0049968,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.0066197,0.0049968,0.0035433,0.0023603,0,0.0024352,0.0036557,0.0051554,0.0068298,0.0084999,0.0099373,0.010914,0.01126,0.010914,0.0099373,0.0084999,0.0083069,0.0073727,0.0067827,0.0065777,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554,0.0056196,0.0053442,0.0053442,0.0077687,0.0083816,0.010577,0.012647,0.014331,0.015389,0.015659,0.015093,0.013774,0.011897,0.0097184,0.0075044,0.00691,0.0067694,0.0071459,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.00898,0.0085401,0.0085401,0.00898,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.0066197,0.0064739,0.0057606,0.0054872,0.0041425,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0073045,0.0073687,0.0076766,0.0082446,0.0089781,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0096502,0.0092535,0.0090993,0.0092535,0.0096502,0.0087697,0.0096316,0.0099373,0.010422,0.0099565,0.0091748,0.0082446,0.0073091,0.0064524,0.0056924,0.0036557,0.0035433,0.0038901,0.0037561,0.0036228,0.0035357,0.0035041,0.0034998,0.0029754,0.0030699,0.0029754,0.0051444,0.005973,0.0070174,0.0082353,0.0094965,0.010601,0.010914,0.01126,0.010914,0.0099373,0.0084999
0.0031269,0.0038915,0.0045496,0.0049968,0.0051554,0.0049968,0.0045496,0.0038915,0.0031269,0.0023603,0.0016737,0.003264,0.0032262,0.0045496,0.0060273,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011,0.0060273,0.0045496,0.0032262,0.0021491,0,0.0023603,0.0035433,0.0049968,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.0077346,0.0066705,0.0059036,0.0054872,0.0038915,0.0045496,0.0049968,0.0051554,0.0049968,0.0045496,0.0038915,0.0042419,0.004034,0.004034,0.0066022,0.0074348,0.0095465,0.011617,0.013394,0.014628,0.015128,0.014806,0.013705,0.011992,0.0099121,0.0077346,0.0071459,0.0067694,0.00691,0.0060273,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011,0.0081764,0.0077758,0.0077758,0.0081764,0.0075011,0.0087697,0.0096316,0.0099373,0.010158,0.0095603,0.008616,0.0075044,0.0075028,0.007049,0.0068697,0.0055622,0.0062518,0.0066987,0.006835,0.0066325,0.0061117,0.0053403,0.0067785,0.0066702,0.0073571,0.0082934,0.0093533,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.010599,0.010163,0.0099936,0.010163,0.010599,0.0096316,0.010578,0.010914,0.011105,0.010422,0.0093533,0.0080967,0.006835,0.0056924,0.0047206,0.0024352,0.0023603,0.0021491,0.0018382,0.0014771,0.0011149,0.00079061,0.00052666,0,0,0,0.0023603,0.0035433,0.0049968,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383
0.0022173,0.0027595,0.0032262,0.0035433,0.0036557,0.0035433,0.0032262,0.0027595,0.0022173,0.0016737,0.0011868,0.0026288,0.0027595,0.0038915,0.0051554,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.006416,0.0051554,0.0038915,0.0027595,0.0023649,0.00079061,0.003264,0.0047032,0.0063879,0.0081764,0.0098614,0.011205,0.011992,0.012086,0.01147,0.010247,0.008616,0.0076085,0.0062631,0.0048999,0.0043664,0.0027595,0.0032262,0.0035433,0.0036557,0.0035433,0.0032262,0.0027595,0.0030079,0.0028606,0.0028606,0.0054432,0.0064152,0.0083816,0.010373,0.012156,0.013481,0.01414,0.01402,0.013131,0.011611,0.0096867,0.0076204,0.0069936,0.0064152,0.0063268,0.0051554,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.006416,0.0069936,0.006651,0.006651,0.0069936,0.006416,0.0075011,0.0082383,0.0084999,0.009029,0.0086879,0.0080897,0.0073727,0.0074416,0.0071725,0.0070552,0.0058731,0.0063028,0.0064524,0.0063028,0.0058731,0.005217,0.004413,0.0059854,0.0058731,0.0068291,0.0080167,0.0092905,0.0099373,0.010914,0.01126,0.010914,0.0099373,0.010935,0.010486,0.010311,0.010486,0.010935,0.010464,0.011705,0.012375,0.012391,0.011776,0.010649,0.0091901,0.0075907,0.0060161,0.0045843,0.0018382,0.0014771,0.0011149,0.00079061,0.00052666,0,0,0,0,0,0,0.0021491,0.0032262,0.0045496,0.0060273,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011
0.0036262,0.0041985,0.0045843,0.0047206,0.0045843,0.0041985,0.0036262,0.0029532,0.0022677,0.0016416,0.00079061,0.0020037,0.0022173,0.0031269,0.0041425,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554,0.0041425,0.0031269,0.0022173,0.0022677,0.0011868,0.0035119,0.0049768,0.006651,0.0083816,0.0099593,0.011157,0.011782,0.011726,0.010998,0.0097184,0.0080897,0.0068689,0.0054727,0.0038744,0.0033153,0.0018382,0.0021491,0.002887,0.0032259,0.0034753,0.0036262,0.0036764,0.0041528,0.0042659,0.0043408,0.0067244,0.0075306,0.0089841,0.010457,0.011789,0.012783,0.013254,0.012752,0.012055,0.010747,0.009029,0.0071464,0.0064739,0.0057606,0.0054872,0.0041425,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554,0.0056196,0.0053442,0.0053442,0.0056196,0.0051554,0.0060273,0.0066197,0.0068298,0.0077346,0.007701,0.0075157,0.0072694,0.0075451,0.0075576,0.0075888,0.0066325,0.006835,0.0066987,0.0062518,0.0055622,0.0047206,0.0038228,0.0053135,0.0050203,0.0061117,0.0074103,0.008765,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.010599,0.010163,0.0099936,0.010163,0.010599,0.010422,0.011765,0.012588,0.012796,0.012391,0.011465,0.010163,0.0086525,0.0070865,0.0055865,0.0027595,0.0022173,0.0016737,0.0011868,0.00079061,0,0,0,0,0,0,0.0018382,0.0027595,0.0038915,0.0051554,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.006416
0.0032262,0.0035433,0.0036557,0.0035433,0.0032262,0.0027595,0.0022173,0.0016737,0.0011868,0.00079061,0,0.0011149,0.0016737,0.0023603,0.0031269,0.0038915,0.0045496,0.0049968,0.0051554,0.0049968,0.0045496,0.0038915,0.0031269,0.0023603,0.0016737,0.0022299,0.0016737,0.0038374,0.0053442,0.0070184,0.0086921,0.010152,0.011183,0.011617,0.011379,0.010511,0.0091542,0.0075157,0.0058162,0.0042419,0.0022173,0.0014771,0,0,0.00079061,0.0011868,0.0016737,0.0022173,0.0027595,0.0032262,0.0035433,0.0036557,0.0056924,0.0064524,0.0073091,0.0082446,0.0091748,0.0099565,0.010422,0.0099373,0.0096316,0.0087697,0.0075011,0.0060273,0.0056646,0.0048999,0.0050361,0.0039175,0.0050065,0.0060267,0.006835,0.0073045,0.0073571,0.0069849,0.0062518,0.006391,0.0058723,0.0055111,0.0053568,0.0046821,0.0050763,0.0049968,0.0051554,0.0064739,0.006767,0.0070184,0.0072694,0.0075157,0.007701,0.0077346,0.0068298,0.0066197,0.0060273,0.0051554,0.0041425,0.0031269,0.0022173,0.0036262,0.0032262,0.0045496,0.0060273,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0096502,0.0092535,0.0090993,0.0092535,0.0096502,0.0098846,0.011305,0.012298,0.012759,0.012661,0.012051,0.011024,0.0097051,0.008223,0.0066987,0.0038915,0.0031269,0.0023603,0.0016737,0.0011149,0,0,0,0,0,0,0.0014771,0.0022173,0.0031269,0.0041425,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554
