0.01662,0.017066,0.016993,0.016296,0.015446,0.014855,0.013931,0.012897,0.011913,0.011033,0.0097175,0.0075907,0.0073571,0.0066987,0.007568,0.0081541,0.0085536,0.0092935,0.010275,0.010261,0.011465,0.012043,0.011894,0.011044,0.0096422,0.0079149,0.0061088,0.0044332,0.0030251,0.00079061,0,0,0,0,0,0,0,0,0,0.0029532,0.0044332,0.0062518,0.0082823,0.010308,0.012051,0.013235,0.015494,0.015995,0.015942,0.015463,0.014698,0.013753,0.012672,0.011453,0.0082383,0.0075011,0.006416,0.0051554,0.0046821,0.0039463,0.0035119,0.0022173,0.0027595,0.0032262,0.0035433,0.0036557,0.0035433,0.0032262,0.0035501,0.0034042,0.0033474,0.0034042,0.0035501,0.0032262,0.0035433,0.0036557,0.0035433,0.0032262,0.0027595,0.0022173,0.0016737,0.0011868,0.0026288,0.0027595,0.0038915,0.0051554,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.006416,0.0051554,0.0038915,0.0051198
0.018078,0.018316,0.018013,0.017083,0.015658,0.014879,0.013755,0.01253,0.011379,0.010368,0.0087688,0.0068298,0.0066197,0.0060273,0.0066325,0.0074748,0.0079276,0.0087201,0.0097594,0.0099188,0.011169,0.011827,0.011775,0.011024,0.0097051,0.008034,0.0062538,0.0045776,0.0031508,0.0011149,0,0,0,0,0,0,0,0,0,0.0029541,0.0044346,0.0062538,0.008285,0.010311,0.012055,0.013239,0.015809,0.016466,0.016604,0.016338,0.015786,0.015024,0.014066,0.012891,0.0096316,0.0087697,0.0075011,0.0060273,0.0056646,0.0048999,0.0045094,0.0031269,0.0038915,0.0045496,0.0049968,0.0051554,0.0049968,0.0045496,0.0044182,0.0039175,0.0034753,0.0031508,0.0029532,0.0021491,0.0023603,0.0024352,0.0023603,0.0021491,0.0018382,0.0014771,0.0011149,0.00079061,0.0020037,0.0022173,0.0031269,0.0041425,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554,0.0041425,0.0031269,0.0043664
0.019063,0.019118,0.018611,0.01748,0.016104,0.015416,0.01445,0.013438,0.012525,0.011738,0.010077,0.0084999,0.0082383,0.0075011,0.007531,0.0083062,0.0084692,0.0090133,0.0098722,0.0097051,0.011024,0.011775,0.011827,0.011169,0.0099188,0.0082823,0.0065028,0.0048006,0.0033323,0.0014771,0,0,0,0,0,0,0,0,0,0.0029532,0.0044332,0.0062518,0.0082823,0.010308,0.012051,0.013235,0.016016,0.016778,0.017048,0.016927,0.016521,0.015883,0.015011,0.013867,0.010578,0.0096316,0.0082383,0.0066197,0.0064739,0.0057606,0.0054872,0.0041425,0.0051554,0.0060273,0.0066197,0.0068298,0.0066197,0.0060273,0.0051554,0.0041425,0.0031269,0.0022173,0.0014771,0,0,0,0,0,0,0,0,0,0.0011149,0.0016737,0.0023603,0.0031269,0.0038915,0.0045496,0.0049968,0.0051554,0.0049968,0.0045496,0.0038915,0.0031269,0.0023603,0.0040386
0.019486,0.019421,0.018775,0.017503,0.01627,0.01567,0.01486,0.014061,0.013388,0.012825,0.011109,0.0099373,0.0096316,0.0087697,0.0082917,0.0090524,0.0089829,0.009335,0.010064,0.0096422,0.011044,0.011894,0.01257,0.012255,0.011376,0.01011,0.0086674,0.0072275,0.0059104,0.0042735,0.0023603,0.0021491,0.0018382,0.0014771,0.0011149,0.00079061,0.00052666,0,0,0.0029397,0.004413,0.0062234,0.0082446,0.010261,0.011996,0.013175,0.016028,0.016831,0.017151,0.01709,0.016744,0.016161,0.015327,0.0142,0.010914,0.0099373,0.0084999,0.0068298,0.0069936,0.0064152,0.0063268,0.0051554,0.006416,0.0075011,0.0082383,0.0084999,0.0082383,0.0075011,0.006416,0.0051554,0.0038915,0.0027595,0.0018382,0,0,0,0,0,0,0,0,0,0.00079061,0.0011868,0.0016737,0.0022173,0.0027595,0.0032262,0.0035433,0.0036557,0.0035433,0.0032262,0.0027595,0.0022173,0.0016737,0.0034545
0.019281,0.019178,0.018477,0.017147,0.016127,0.015594,0.014916,0.014296,0.013825,0.013454,0.011693,0.010914,0.010578,0.0096316,0.008765,0.0095594,0.0093379,0.00957,0.010226,0.0096502,0.01113,0.012067,0.013088,0.012968,0.012282,0.011195,0.0099017,0.0085664,0.0072961,0.0058048,0.0035433,0.0032262,0.0027595,0.0022173,0.0016737,0.0011868,0.00079061,0,0,0.002887,0.0043339,0.0061117,0.0080967,0.010077,0.011781,0.012939,0.01571,0.016482,0.016778,0.016696,0.016335,0.015743,0.014912,0.013801,0.010578,0.0096316,0.0082383,0.0066197,0.0071459,0.0067694,0.00691,0.0060273,0.0075011,0.0087697,0.0096316,0.0099373,0.0096316,0.0087697,0.0075011,0.0060273,0.0045496,0.0032262,0.0021491,0,0,0,0,0,0,0,0,0,0.00052666,0.00079061,0.0011149,0.0014771,0.0018382,0.0021491,0.0023603,0.0024352,0.0023603,0.0021491,0.0018382,0.0014771,0.0011149,0.0030205
0.018418,0.018354,0.017683,0.016383,0.01561,0.01512,0.014535,0.014044,0.013717,0.013485,0.011705,0.01126,0.010914,0.0099373,0.0084999,0.0091901,0.0086987,0.0086525,0.0090549,0.0082383,0.0096316,0.010578,0.012029,0.012252,0.011992,0.011365,0.010511,0.0095465,0.0085401,0.0075157,0.0049968,0.0045496,0.0038915,0.0031269,0.0023603,0.0016737,0.0011149,0,0,0.0024352,0.0036557,0.0051554,0.0068298,0.0084999,0.0099373,0.010914,0.01341,0.01414,0.014487,0.014527,0.014331,0.013925,0.013287,0.012373,0.0096316,0.0087697,0.0075011,0.0060273,0.00691,0.0067694,0.0071459,0.0066197,0.0082383,0.0096316,0.010578,0.010914,0.010578,0.0096316,0.0082383,0.0066197,0.0049968,0.0035433,0.0023603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022677
0.016931,0.016955,0.01638,0.015188,0.014658,0.014192,0.013665,0.013779,0.0138,0.013972,0.012582,0.012752,0.012727,0.011992,0.010674,0.011415,0.010802,0.010537,0.010667,0.0096148,0.010728,0.011441,0.012738,0.013131,0.013064,0.012642,0.011985,0.011183,0.010275,0.0092651,0.0066197,0.0060273,0.0051554,0.0041425,0.0031269,0.0022173,0.0014771,0,0,0.0023603,0.0035433,0.0049968,0.0066197,0.0082383,0.0096316,0.010578,0.012752,0.013338,0.013523,0.013394,0.013562,0.013289,0.012897,0.012337,0.010077,0.0096502,0.0087764,0.0075907,0.0086871,0.0085643,0.0088319,0.0083069,0.0096148,0.010728,0.011441,0.01126,0.010914,0.0099373,0.0084999,0.0068298,0.0051554,0.0036557,0.0024352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023649
0.015612,0.015182,0.014246,0.012846,0.012307,0.011465,0.011169,0.011815,0.012231,0.012804,0.011849,0.012697,0.012858,0.012313,0.011157,0.011931,0.011319,0.010982,0.010986,0.0099121,0.010818,0.011369,0.012752,0.013338,0.013523,0.013394,0.013036,0.012498,0.011782,0.01086,0.0082383,0.0080278,0.0072066,0.0062704,0.0053686,0.0045977,0.0039873,0.0023603,0.0024352,0.0045094,0.0053753,0.0063879,0.0075044,0.008616,0.0095603,0.010158,0.011414,0.011849,0.011897,0.011644,0.011973,0.011764,0.01152,0.011196,0.0093792,0.0092535,0.0086987,0.0077982,0.0090305,0.0089868,0.0092334,0.008837,0.0099121,0.010818,0.011369,0.010914,0.010578,0.0096316,0.0082383,0.0066197,0.0049968,0.0035433,0.0023603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021491
0.014656,0.014209,0.013285,0.011933,0.011399,0.010261,0.0099188,0.01082,0.011316,0.012011,0.011365,0.012391,0.012788,0.012498,0.011571,0.012301,0.011667,0.011201,0.010992,0.0098614,0.010443,0.010747,0.012086,0.012858,0.013319,0.013528,0.013528,0.013319,0.012858,0.012086,0.0096316,0.0095603,0.0086879,0.007701,0.006767,0.0059857,0.0053753,0.0035433,0.0036557,0.0059081,0.0067763,0.007766,0.0088498,0.009928,0.010837,0.011389,0.01205,0.012272,0.012011,0.011381,0.011639,0.01123,0.010907,0.010647,0.0088883,0.0090993,0.0088883,0.0082823,0.0095062,0.0094495,0.0095561,0.0091542,0.0098614,0.010443,0.010747,0.0099373,0.0096316,0.0087697,0.0075011,0.0060273,0.0045496,0.0032262,0.0021491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023603
0.01361,0.013039,0.012047,0.010703,0.010093,0.0086333,0.0082823,0.0095111,0.010132,0.010992,0.010762,0.011985,0.012647,0.012647,0.011985,0.0126,0.011914,0.011791,0.011566,0.010658,0.011195,0.011554,0.013009,0.014142,0.014933,0.015396,0.015543,0.015361,0.014815,0.013867,0.011369,0.011273,0.0099121,0.00898,0.0081237,0.0074348,0.00691,0.0049968,0.0051554,0.0072645,0.0079538,0.0086922,0.0094867,0.010275,0.010927,0.011278,0.011276,0.01135,0.010927,0.010132,0.010596,0.010244,0.010074,0.010066,0.0086987,0.0092535,0.0093792,0.0090471,0.010132,0.0099736,0.0098375,0.0092979,0.0095429,0.0097184,0.0097154,0.0084999,0.0082383,0.0075011,0.006416,0.0051554,0.0038915,0.0027595,0.0018382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052666,0.00079061,0.0011149,0.0014771,0.0018382,0.0021491,0.0023603,0.0048705
